學年度,學制,學制/系科
105,日五專,五專企管
105,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
105,日五專,五專企管
105,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
106,日五專,五專企管
106,日五專,五專企管
105,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
105,日五專,五專企管
104,日五專,五專企管
106,日五專,五專企管
103,日五專,五專企管
107,日五專,五專企管
105,日五專,五專企管
106,日五專,五專企管
109,日五專,五專企管
108,日五專,五專企管
107,日五專,五專企管
110,日五專,五專企管
108,日五專,五專企管
106,日五專,五專企管
105,日五專,五專企管
107,日五專,五專企管
110,日五專,五專企管
110,日五專,五專企管
111,日五專,五專企管
111,日五專,五專企管
110,日五專,五專企管
109,日五專,五專企管
106,日五專,五專企管
106,日五專,五專企管
107,日五專,五專企管
110,日五專,五專企管
111,日五專,五專企管
111,日五專,五專企管
108,日五專,五專企管
105,日五專,五專企管
108,日五專,五專企管
107,日五專,五專企管
105,日五專,五專企管
107,日五專,五專企管
110,日五專,五專企管
110,日五專,五專企管
106,日五專,五專企管
106,日五專,五專企管
109,日五專,五專企管
109,日五專,五專企管
111,日五專,五專企管
111,日五專,五專企管
108,日五專,五專企管
108,日五專,五專企管
108,日五專,五專企管
110,日五專,五專企管
107,日五專,五專企管
109,日五專,五專企管
107,日五專,五專企管
106,日五專,五專企管
106,日五專,五專企管
110,日五專,五專企管
109,日五專,五專企管
111,日五專,五專企管
111,日五專,五專企管
110,日五專,五專企管
108,日五專,五專企管
111,日五專,五專企管
111,日五專,五專企管
106,日五專,五專企管
108,日五專,五專企管
108,日五專,五專企管
110,日五專,五專企管
109,日五專,五專企管
110,日五專,五專企管
106,日五專,五專企管
107,日五專,五專企管
109,日五專,五專企管
108,日五專,五專企管
108,日五專,五專企管
111,日五專,五專企管
110,日五專,五專企管
106,日五專,五專企管
106,日五專,五專企管
107,日五專,五專企管
108,日五專,五專企管
107,日五專,五專企管
108,日五專,五專企管
109,日五專,五專企管
110,日五專,五專企管
109,日五專,五專企管
111,日五專,五專企管
110,日五專,五專企管
109,日五專,五專企管
108,日五專,五專企管
109,日五專,五專企管
108,日五專,五專企管
107,日五專,五專企管
106,日五專,五專企管
107,日五專,五專企管
111,日五專,五專企管
106,日五專,五專企管
110,日五專,五專企管
111,日五專,五專企管
109,日五專,五專企管
109,日五專,五專企管
107,日五專,五專企管
108,日五專,五專企管
108,日五專,五專企管
102,日五專,五專企管
98,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
98,日五專,五專企管
100,日五專,五專企管
99,日五專,五專企管
99,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
98,日五專,五專企管
102,日五專,五專企管
98,日五專,五專企管
101,日五專,五專企管
99,日五專,五專企管
99,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
101,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
105,日五專,五專企管
106,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
106,日五專,五專企管
105,日五專,五專企管
105,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
105,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
105,日五專,五專企管
106,日五專,五專企管
105,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
105,日五專,五專企管
105,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
105,日五專,五專企管
105,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
105,日五專,五專企管
105,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
105,日五專,五專企管
106,日五專,五專企管
105,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
102,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
101,日五專,五專企管
100,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
103,日五專,五專企管
102,日五專,五專企管
104,日五專,五專企管
104,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
100,日五專,五專企管
103,日五專,五專企管
101,日五專,五專企管
102,日五專,五專企管
