,學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
217,110,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系會計財稅碩士班,日間,碩士班,8,0,8,1,100.0,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://ai.ntub.edu.tw/
218,110,公立,技專校院,51,國立臺北商業大學,4111027,會計與資料科學科(原為會計資訊科),日間,五專,50,0,43,0,86.0,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://ai.ntub.edu.tw/
219,110,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,日間,學士班(含四技),24,0,23,2,96.15,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂建教合作計畫，更積極延攬合作機構之專業經理人較受本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融技職教育學程，學生在學期間即能獲得充分之學習，演練成為優異之金融人員。,http://fin.ntub.edu.tw
220,110,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,日間,二年制大學(二技),35,0,34,0,97.14,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂產學合作計畫，更積極延攬合作機構之專業經理人教授本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融實務課程與金融實習，使學生在學期間即能充分瞭解金融業務，培訓優異之金融人員,http://fin.ntub.edu.tw
221,110,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,進修,學士班(含四技),48,0,46,0,95.83,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂建教合作計畫，更積極延攬合作機構之專業經理人較受本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融技職教育學程，學生在學期間即能獲得充分之學習，演練成為優異之金融人員。,http://fin.ntub.edu.tw
222,110,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,進修,二年制大學(二技),45,0,45,0,100.0,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂產學合作計畫，更積極延攬合作機構之專業經理人教授本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融實務課程與金融實習，使學生在學期間即能充分瞭解金融業務，培訓優異之金融人員。,https://fin.ntub.edu.tw/
223,110,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系碩士班,日間,碩士班,13,0,13,1,100.0,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂建教合作計畫，更積極延攬合作機構之專業經理人較受本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融技職教育學程，學生在學期間即能獲得充分之學習，演練成為優異之金融人員。,http://fin.ntub.edu.tw
224,110,公立,技專校院,51,國立臺北商業大學,4121013,財務金融科,日間,五專,50,0,41,1,82.35,整體而言，本系重點發展著重： (一)課程設計兼重理論與實務，強化金融專業核心領域的課程設計。 (二)結合資訊科技，充分利用金融實驗室，透過模擬及分析各項金融工具，培育具實務操作經驗之金融商品操作人才。 (三)拓展與業者簽訂產學合作計畫，更積極延攬合作機構之專業經理人教授本系開設的實務課程，期理論與實務並重。 (四)強調專業證照之必要性，鼓勵學子取得金融專業證照。 (五)本系循序漸進提供完整之金融實務課程與金融實習，使學生在學期間即能充分瞭解金融業務，培訓優異之金融人員。,http://fin.ntub.edu.tw/
225,110,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系,日間,學士班(含四技),49,0,49,2,100.0,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,http://htttp://fintax.ntub.edu.tw
226,110,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系,日間,二年制大學(二技),27,0,27,0,100.0,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,https://fintax.ntub.edu.tw/
227,110,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系,進修,二年制大學(二技),50,0,50,0,100.0,財政稅務系之教育目的，除教導學生有關財政、稅法、會計等基本知識與專門技能外，亦注重社團活動，強化道德修養，倡導運動競賽等身心陶冶、及培養專業精神，建立熱忱服務信念為指導原則，以達成五育並重的教育宗旨。期使本系學生畢業後，皆能成為優秀有用之財稅人才，以從事政府稅務工作為職志，報效國家社會，發揮教育功能。 以下為教育目標： 1.增進學生通過國家考試之應考能力。 2.提升學生取得財稅專業證照之能力。 3.加強學生對兩岸租稅制度之認知與專業訓練。 4.厚植學生法律素養及依法行政之職業道德與倫理。 5.使學生熟稔稅務法規及租稅規劃之理論與實務操作能力。 6.使學生熟稔稅務會計及審計查核之理論與實務操作能力。 7.使學生熟稔財務管理與財政稅務之理論與實務操作能力。 8.使學生具備宏觀國際視野與實踐社會關懷的能力。,https://fintax.ntub.edu.tw/
228,110,公立,技專校院,51,國立臺北商業大學,4122014,財政稅務系碩士班,日間,碩士班,7,0,7,0,100.0,本所之發展特色以培養財稅政策理論與實證、國內與國際租稅法律、理論與實務之專業人才。 教學亮點為︰1.本所專任師資群共12人，包含教授3人，副教授8人，助理教授1人，具博士學位者12人。 2.著重理論與實務的結合，提升學生在財政、稅務與會計三個領域之分析與應用能力， 成為兼具租稅查核與規劃及管理的綜合運用專才。 3.因應國際化潮流所需，強化國際視野與社會關懷，加強國際稅務及課程與技能。 4.專題課程邀請政府官員及業界專家協同教學。,http://fintax.ntub.edu.tw/
